order_id,product_id,add_to_cart_order,reordered
87914,13363,3,0
87914,29127,4,1
87914,27521,5,1
87914,27336,6,1
87914,44359,7,1
87914,20114,8,1
87914,43713,9,1
87914,2078,10,1
90825,48455,1,0
90825,42016,2,0
90825,44632,3,1
90825,14858,4,0
90825,33846,5,0
90825,5825,6,0
90825,22935,7,0
90825,10423,8,0
90825,19519,9,0
90825,27415,10,0
90825,6046,11,1
90825,11182,12,0
90825,8518,13,1
90825,39249,14,0
90825,25963,15,0
90825,38739,16,0
90825,49605,17,0
90825,22017,18,0
90825,14986,19,0
90985,33731,1,1
90985,15995,2,1
90985,39411,3,1
90985,44479,4,1
90985,21137,5,1
90985,28204,6,1
90985,18340,7,0
90985,20345,8,1
90985,5902,9,1
90985,794,10,0
90985,48309,11,0
90985,30391,12,1
91599,24249,1,0
91599,35887,2,0
94677,33433,1,1
94677,34861,2,0
94677,46906,3,0
94677,33768,4,1
94677,17758,5,0
94677,17579,6,0
96117,40606,1,1
96117,2735,2,0
96117,14227,3,0
96117,397,4,0
96117,40997,5,0
96117,6046,6,0
96117,40557,7,0
96117,7978,8,0
96117,6236,9,0
96117,1313,10,1
100302,24964,1,1
100302,24680,2,1
100302,10120,3,1
100302,38293,4,0
101598,10831,1,1
101598,14870,2,1
101598,31720,3,1
101598,5550,4,1
101598,43662,5,1
101598,21903,6,1
101598,23288,7,0
101598,43467,8,0
101598,22025,9,1
103513,33572,1,0
103513,10866,2,0
103513,32086,3,0
103513,14735,4,0
103513,15261,5,0
103513,47522,6,0
107974,2078,1,1
107974,21137,2,1
107974,13646,3,1
107974,11005,4,0
107974,24852,5,1
107974,20738,6,1
107974,42828,7,1
109143,44275,1,1
109143,27845,2,1
109143,31717,3,1
109143,21137,4,1
109143,18176,5,1
109143,41787,6,0
109143,7490,7,0
109143,42824,8,0
109143,13988,9,0
109143,8174,10,1
109143,12058,11,0
109143,12464,12,0
109143,45066,13,1
109143,22417,14,0
111159,9976,1,1
111159,43279,2,0
111159,40586,3,0
111159,2717,4,1
111159,44632,5,1
111159,13835,6,0
111159,10421,7,0
111159,19155,8,0
111159,22882,9,0
111159,31589,10,0
113839,12935,1,1
113839,7715,2,1
113839,14467,3,1
113839,41950,4,1
113839,6046,5,1
113839,32293,6,0
113839,29311,7,1
113839,6238,8,0
114309,47441,1,1
114309,44989,2,1
114309,27548,3,1
114309,43945,4,1
114309,11710,5,1
114309,27413,6,0
114309,22159,7,0
114309,23334,8,0
114309,23579,9,0
114309,13765,10,0
114309,10301,11,0
114309,23291,12,0
114309,27470,13,0
114309,20564,14,0
116124,16797,1,1
116124,24852,2,1
116124,14161,3,1
116124,8424,4,1
116124,36389,5,1
116124,24184,6,1
122891,5077,1,1
122891,11679,2,1
122891,7175,3,1
122891,19003,4,1
122891,20114,5,1
122891,15545,6,0
122891,18418,7,0
122891,9098,8,1
122891,19938,9,1
122891,31173,10,0
122891,11012,11,0
124814,196,1,1
129389,907,1,0
129389,4149,2,0
129389,20520,3,0
129389,32923,4,1
129389,23288,5,0
139320,26165,1,1
139320,13176,2,1
139320,41950,3,1
139320,26283,4,1
139320,37766,5,1
139320,6046,6,1
139320,13870,7,1
139320,24184,8,1
139320,5450,9,1
139320,5212,10,1
139320,47626,11,1
139320,6873,12,1
139320,27156,13,1
139320,37335,14,1
139320,28199,15,1
139320,11707,16,1
139320,25852,17,1
139320,31477,18,1
139320,21303,19,1
139320,34049,20,1
139320,28993,21,0
139320,38383,22,1
139320,30450,23,0
139320,37220,24,0
139320,21137,25,1
139320,13517,26,1
140886,19660,1,0
140886,5479,2,0
140886,16797,3,1
140886,14651,4,0
140886,38571,5,0
140931,19660,1,1
140931,42447,2,1
140931,13514,3,0
140931,46931,4,1
140931,43352,5,1
141549,18479,1,1
141549,28985,2,1
141549,49683,3,1
141549,46676,4,1
141549,45007,5,1
141549,21137,6,1
141549,16349,7,1
141549,5876,8,1
141549,34126,9,1
141549,24852,10,1
141549,1063,11,1
141549,21903,12,1
141549,22935,13,1
141549,31717,14,1
141549,44142,15,1
141549,21938,16,1
142429,27845,1,1
142429,43654,2,1
142429,25138,3,1
142429,43621,4,1
142429,5479,5,1
142429,9138,6,1
142429,19782,7,1
142429,30610,8,1
142429,17594,9,1
142429,36550,10,1
142429,17915,11,1
142429,28666,12,1
142429,29627,13,0
142429,31040,14,0
142429,4975,15,1
142507,24852,1,1
142507,38028,2,1
142507,38218,3,1
142507,11874,4,1
142507,24184,5,1
142507,40136,6,1
142507,4058,7,1
142507,22935,8,1
142507,46222,9,1
142507,34533,10,1
142507,4736,11,1
142507,7557,12,0
142507,33772,13,0
142507,47185,14,0
142507,13802,15,0
143782,45840,1,0
143782,13176,2,1
143782,35221,3,1
143782,48220,4,1
143782,15984,5,1
143782,38312,6,1
143782,44560,7,1
144193,45950,1,0
144193,31263,2,1
144193,24852,3,1
144193,10070,4,1
144193,33909,5,1
144193,28204,6,0
144193,17370,7,1
144193,25144,8,1
144193,12792,9,1
144193,25985,10,1
144193,9409,11,1
144193,34050,12,0
144193,26604,13,0
144193,23910,14,0
144193,20022,15,0
144193,5098,16,0
144193,29778,17,0
144193,32727,18,0
144193,14444,19,0
144193,9996,20,0
144193,25806,21,0
144193,44560,22,0
145541,43352,1,1
145541,16797,2,1
145541,42475,3,1
145541,12341,4,1
145541,42392,5,1
145541,9434,6,0
145541,39275,7,0
146782,18023,1,0
147343,18531,1,0
147343,33407,2,0
147343,13877,3,0
147343,21938,4,0
147343,47672,5,0
147343,44632,6,1
147343,39475,7,1
147343,26604,8,0
147343,15649,9,0
147343,21903,10,1
147343,10603,11,0
147343,18891,12,0
147343,22400,13,0
147343,45445,14,0
147343,3233,15,0
147343,8539,16,0
147658,42445,1,1
147658,43662,2,1
147658,5785,3,1
147658,32655,4,0
147658,26575,5,0
147827,33198,1,1
147827,13176,2,1
147827,29103,3,1
147827,519,4,1
147827,30307,5,1
147827,10341,6,1
147827,17689,7,1
153033,20738,1,0
153033,47788,2,0
153033,8571,3,1
153033,39275,4,0
153033,21288,5,1
153033,16797,6,0
153033,12427,7,0
153033,18838,8,0
155267,18609,1,1
155267,44632,2,1
155267,20995,3,1
155267,42551,4,1
155267,21709,5,0
155267,13984,6,1
155267,26486,7,1
155267,46750,8,1
155267,23265,9,1
155267,32177,10,0
155267,40706,11,1
155267,38739,12,1
155267,21413,13,0
155267,34126,14,1
155267,24964,15,1
155267,28842,16,0
155267,6110,17,0
155267,13919,18,0
155267,36695,19,1
155267,39812,20,0
155267,32864,21,0
155267,16759,22,0
155267,44359,23,1
155267,25513,24,0
156217,47766,1,1
156217,37646,2,1
156217,27925,3,1
158241,2187,1,1
158241,10089,2,1
158241,21137,3,1
158241,27344,4,1
158241,18594,5,1
164214,19660,1,1
164214,43721,2,1
164214,36472,3,1
164214,37710,4,1
164312,9755,1,1
164312,38768,2,1
166425,12983,1,0
166425,10819,2,1
166425,36768,3,1
166425,12427,4,1
166425,43026,5,0
166425,27841,6,1
166425,49098,7,1
167185,12341,1,0
167185,22234,2,0
167185,17604,3,1
167185,432,4,1
167185,28020,5,0
167185,4853,6,1
167185,1215,7,0
167185,39180,8,0
167185,24852,9,1
167185,38875,10,0
167185,45603,11,0
167185,26209,12,0
167185,42183,13,0
167185,9839,14,0
167185,43961,15,1
167185,8006,16,0
167185,5479,17,1
167185,37119,18,1
167185,44359,19,1
167185,26940,20,0
167185,8174,21,0
167185,7299,22,0
167185,14429,23,0
167185,21137,24,0
171574,22935,1,1
171574,5876,2,1
171574,46667,3,1
171574,21903,4,1
171574,36127,5,1
171574,27966,6,1
171574,16759,7,1
171574,28985,8,1
171574,47209,9,1
171574,13176,10,1
171574,19057,11,1
171574,24964,12,1
171574,24933,13,1
171574,329,14,1
171574,11843,15,1
171574,10189,16,1
171574,27241,17,1
171574,4658,18,0
171574,22280,19,0
171574,38294,20,0
171574,42450,21,0
171574,49273,22,0
173334,32455,1,1
173334,38928,2,1
173334,26405,3,0
173334,43154,4,1
173334,16732,5,1
173334,42500,6,1
173334,37710,7,1
173334,46562,8,1
173334,9755,9,1
173334,34829,10,1
173334,18615,11,1
173334,19887,12,1
173334,1065,13,1
174976,6813,1,0
174976,38511,2,0
174976,24852,3,1
174976,8460,4,0
174976,16826,5,0
174976,32605,6,0
174976,39993,7,1
174976,26209,8,0
174976,16568,9,1
174976,20119,10,1
174976,13772,11,1
174976,26497,12,1
174976,46941,13,0
174976,41844,14,1
174976,34027,15,1
174976,32156,16,1
176114,47547,1,0
176114,15899,2,0
176114,21513,3,1
176114,39216,4,1
176114,24852,5,1
176114,30561,6,1
176114,15399,7,1
176114,20323,8,1
176114,305,9,0
176114,38051,10,1
176114,15290,11,1
176114,36695,12,1
176114,8518,13,1
176114,18708,14,1
177873,3298,1,1
177873,40199,2,1
177873,42252,3,1
177873,12271,4,0
177873,13176,5,1
177873,35561,6,0
180808,35951,1,1
180808,24852,2,1
180808,28204,3,1
180808,45603,4,1
180808,24489,5,1
180808,40311,6,0
180808,43352,7,1
180808,38067,8,1
180808,17948,9,0
180808,1158,10,0
180808,13642,11,1
180808,49075,12,0
180808,9869,13,1
180808,36809,14,0
180808,30450,15,1
180808,5637,16,0
180808,35108,17,0
180808,35898,18,0
180808,18027,19,1
180808,32139,20,0
180808,5450,21,0
180808,49271,22,1
188023,25138,1,1
188023,49235,2,1
188023,24852,3,1
188023,38274,4,1
188023,42383,5,1
188023,37687,6,1
188023,9808,7,1
188023,6962,8,1
188023,9210,9,1
188023,26165,10,1
188023,38662,11,1
188023,44961,12,1
188023,38533,13,1
188023,9047,14,1
188023,30489,15,1
188023,47893,16,1
188023,42265,17,1
188023,21506,18,1
188023,45208,19,1
188023,23405,20,1
188023,16965,21,1
188303,34126,1,0
188303,4796,2,0
188303,27156,3,0
188303,47209,4,1
188303,21376,5,1
188303,14197,6,1
188303,22935,7,1
188303,5769,8,1
188303,12638,9,1
188303,16185,10,1
190203,47209,1,1
190203,7456,2,0
190203,35939,3,1
190203,31717,4,1
190203,19057,5,1
190203,38383,6,1
190203,1203,7,0
190203,16396,8,0
190203,8518,9,1
193499,9076,1,1
193499,47962,2,1
193499,43295,3,1
193499,15541,4,1
193499,44799,5,1
193499,22206,6,1
193499,13733,7,0
193499,5025,8,1
193499,17794,9,0
194393,5769,1,1
194393,37687,2,0
196354,31717,1,1
196354,1529,2,1
196354,21405,3,1
196354,5825,4,1
196354,19613,5,1
196354,43194,6,1
196354,17794,7,1
196354,18234,8,0
196354,39928,9,1
196354,49383,10,1
196354,47547,11,0
196354,27104,12,1
196354,22475,13,1
196354,38650,14,0
196354,27966,15,0
196354,24964,16,1
196354,29307,17,1
197549,38579,1,1
197549,40459,2,1
197549,3919,3,0
197549,44245,4,1
197549,39327,5,1
197549,19057,6,0
197549,18434,7,0
197549,46650,8,1
199346,6329,1,0
199346,9450,2,0
199346,38051,3,0
199346,24184,4,0
199346,39024,5,0
199346,26209,6,0
199346,6615,7,0
199346,17461,8,0
199346,14218,9,1
209779,14947,1,1
209779,25747,2,0
209779,18479,3,0
209779,1360,4,1
209779,36011,5,1
209779,20168,6,0
209779,49533,7,0
209779,20380,8,0
209779,2535,9,0
210330,27730,1,1
210330,9292,2,1
210330,4210,3,1
210330,22959,4,1
210330,24852,5,1
211762,27020,1,1
211762,24852,2,1
211762,4920,3,1
211762,37766,4,0
211762,40255,5,0
211762,25706,6,1
218966,13424,1,1
218966,26932,2,0
228658,30385,1,1
228658,27845,2,1
228658,33120,3,1
228658,21903,4,1
228658,10831,5,1
228658,38293,6,1
228658,25138,7,1
228658,17461,8,1
228658,11481,9,1
228658,29722,10,1
228658,21938,11,1
228658,22935,12,1
228658,24964,13,1
228658,18918,14,1
228658,45106,15,1
228658,33731,16,1
228658,43961,17,1
233841,39462,1,1
237108,4605,1,1
237108,34969,2,1
237108,6292,3,1
237108,21903,4,1
237108,37524,5,1
237108,28289,6,0
237808,15164,1,1
237808,16953,2,1
237808,6184,3,1
237808,31102,4,1
237808,48812,5,0
237808,39863,6,0
237808,6901,7,0
242709,16797,1,1
242709,21903,2,1
242709,27521,3,1
246129,25630,1,1
246129,24838,2,1
246129,21616,3,1
246129,27521,4,1
246129,37011,5,1
246129,16797,6,1
246129,46349,7,1
246129,8728,8,1
246129,44663,9,1
246129,35824,10,1
246129,28199,11,0
252753,47863,1,1
252753,25284,2,1
252753,27985,3,1
254342,27325,1,1
254342,21616,2,1
254342,28123,3,1
254342,11520,4,1
254342,47943,5,1
254342,22220,6,0
259284,38689,1,1
259284,27086,2,1
259284,46979,3,1
259284,9517,4,1
259284,39160,5,1
259284,3092,6,1
259284,27845,7,1
259284,42828,8,1
259284,10369,9,1
259284,30639,10,1
259284,42110,11,1
259284,12258,12,1
259284,16185,13,1
259284,27243,14,0
259284,7948,15,0
259284,16617,16,0
259284,15950,17,0
259284,45865,18,0
267491,22124,1,1
267491,4920,2,1
267491,24852,3,0
267491,8368,4,0
267491,20090,5,1
267491,44625,6,0
267491,42828,7,1
267491,37220,8,0
267491,47766,9,0
267491,49610,10,1
267491,8277,11,0
267491,11182,12,0
267491,15962,13,0
267491,24184,14,1
267491,42265,15,0
267491,10163,16,0
267491,45535,17,0
267491,22281,18,1
270320,25890,1,1
270320,29987,2,1
270320,36180,3,0
270320,26209,4,0
270320,7478,5,0
270320,30664,6,0
270320,432,7,0
270320,32478,8,1
270320,44056,9,0
270320,18434,10,1
270320,17619,11,0
270320,42867,12,0
270320,24964,13,1
274693,5514,1,1
274693,42110,2,1
274693,8230,3,1
278157,32952,1,1
278157,31373,2,1
278157,5876,3,1
278157,4579,4,1
278157,14129,5,1
283421,38273,1,1
283421,12779,2,1
283421,42244,3,1
283421,25890,4,1
283421,39928,5,0
283421,9327,6,0
283421,16349,7,0
284437,35004,1,1
284437,311,2,1
284437,17600,3,1
284437,10246,4,1
284437,47977,5,1
284437,33956,6,1
284437,5750,7,1
284437,31433,8,1
284437,15175,9,1
284437,2536,10,0
284437,6473,11,1
284437,12276,12,1
284437,40332,13,1
284437,18523,14,1
284437,28634,15,1
284437,43772,16,1
284437,459,17,1
284437,7781,18,0
284437,8639,19,1
284437,42356,20,0
284437,42834,21,1
284437,17122,22,0
284437,11009,23,0
284437,38341,24,1
284437,12508,25,1
291555,23405,1,0
291642,11022,1,1
291642,14874,2,0
291642,46294,3,0
291642,16759,4,1
291642,18441,5,0
292489,10863,1,1
292489,21903,2,1
292489,8088,3,1
292489,30391,4,1
292489,27966,5,0
292489,13176,6,1
292489,5550,7,0
292489,493,8,0
292489,41375,9,0
292489,30192,10,0
292489,5491,11,1
292489,49044,12,1
292489,24964,13,0
292489,3382,14,0
292489,47626,15,1
299911,8153,1,1
299911,24838,2,1
301335,1154,1,0
301335,11463,2,0
301335,10547,3,1
301335,49543,4,1
301335,17596,5,1
301335,1124,6,0
301335,7559,7,1
301335,28600,8,1
303567,11885,1,1
303567,15920,2,1
303567,17122,3,1
303567,2433,4,1
304846,24954,1,1
304846,13351,2,1
304846,18926,3,1
304846,24852,4,1
304846,19057,5,1
304846,5785,6,1
304846,41844,7,1
304846,28054,8,1
304846,43961,9,1
305867,17332,1,1
305867,5750,2,1
305867,32655,3,1
305867,40261,4,1
305867,26738,5,0
305867,15643,6,0
305867,22620,7,0
305867,12870,8,1
305867,48099,9,1
309543,47766,1,1
309543,32177,2,1
309543,20995,3,1
309543,40604,4,1
309543,21170,5,1
309543,28769,6,0
309543,45007,7,1
309543,18656,8,0
309543,33120,9,1
309543,22825,10,1
309543,16797,11,1
310846,24852,1,1
310846,8518,2,1
310846,46906,3,1
310846,47912,4,1
310846,25890,5,1
310846,39928,6,1
310846,21137,7,1
314403,18523,1,1
314403,33787,2,1
314403,5785,3,0
314403,11123,4,0
314403,44051,5,0
314403,39450,6,0
314403,33198,7,0
317655,25138,1,1
317655,13176,2,1
317655,31257,3,1
317655,9741,4,1
317655,45066,5,1
317655,5451,6,1
317655,20186,7,1
317655,14633,8,1
317655,13554,9,1
318770,22035,1,1
318770,16384,2,1
318770,39035,3,1
318770,21137,4,1
318770,43875,5,1
318770,14267,6,1
318770,39877,7,1
318770,13176,8,1
318770,44359,9,1
318770,5240,10,1
318770,35363,11,1
318770,16766,12,1
318770,5114,13,1
318770,37646,14,1
318770,27966,15,1
318770,21195,16,1
318770,1199,17,1
318770,34243,18,1
318770,3952,19,0
318770,8174,20,1
318770,46845,21,0
330860,24186,1,1
330860,28610,2,0
330860,44632,3,0
330860,32156,4,0
330860,43441,5,0
330860,1939,6,0
330860,35818,7,0
332084,44632,1,1
332084,23175,2,1
332084,21158,3,1
332084,30391,4,0
332084,44290,5,1
332084,46720,6,0
332084,17140,7,0
332084,11182,8,0
332084,45007,9,0
332084,32842,10,0
332084,43638,11,0
332084,27286,12,1
332603,32478,1,1
332603,23915,2,1
335109,32877,1,1
335109,28842,2,1
343485,13712,1,0
343485,39448,2,0
343485,18441,3,0
343485,12581,4,1
343485,20995,5,0
343485,6692,6,1
343485,42028,7,1
343485,30122,8,0
343485,19731,9,1
343485,18095,10,1
343485,41842,11,1
343485,49416,12,1
343485,21709,13,0
343485,26351,14,1
343485,17634,15,0
343485,3397,16,0
343485,23219,17,1
343485,43713,18,0
343485,24860,19,0
343485,31933,20,0
343485,45445,21,1
343485,4792,22,0
343485,13176,23,1
343485,21137,24,0
343485,28199,25,0
343485,10749,26,1
343485,27104,27,0
343485,24622,28,0
343485,34358,29,1
343485,8518,30,1
343485,4605,31,1
343485,30391,32,0
343485,46667,33,0
343485,25533,34,1
343485,8478,35,1
345699,20250,1,0
345699,20022,2,0
345699,41972,3,0
345699,18019,4,0
345699,32360,5,0
345699,25283,6,1
345699,19389,7,0
345699,34358,8,0
349684,22935,1,1
349684,41177,2,0
349684,7001,3,0
349684,18382,4,0
349684,39040,5,1
349684,35004,6,0
349684,28836,7,1
349684,27845,8,1
356781,26096,1,0
356781,9554,2,0
356781,33873,3,0
356781,21903,4,1
356781,8518,5,0
356781,46654,6,1
356781,46667,7,0
356781,22451,8,0
356781,9071,9,0
356781,41950,10,1
356781,35045,11,0
356781,3849,12,0
357146,37103,1,1
357146,29898,2,0
357146,26751,3,0
357146,12276,4,0
357146,32854,5,0
357146,38374,6,0
357882,34358,1,1
357882,34126,2,1
357882,45007,3,0
357882,29987,4,0
357882,13198,5,0
357882,17794,6,1
357882,13176,7,1
357882,4605,8,1
357882,8193,9,0
357882,23734,10,1
357882,35898,11,0
357882,39475,12,1
357882,21137,13,1
357882,10176,14,0
357882,39877,15,1
357882,32030,16,1
357882,44422,17,0
357882,2295,18,1
357882,15290,19,1
357882,34949,20,0
357882,41950,21,1
357882,33647,22,1
358895,48551,1,1
358895,24010,2,0
358895,18641,3,0
358895,47209,4,1
358895,7598,5,0
358895,39739,6,0
358895,3884,7,0
358895,15063,8,0
358895,11224,9,0
358895,614,10,0
358895,38751,11,0
358895,40011,12,0
358895,23643,13,0
358895,41749,14,0
358895,14914,15,0
358895,23165,16,1
358895,2002,17,0
358895,17360,18,0
358895,43392,19,0
358895,32935,20,0
358895,12211,21,0
358895,46990,22,1
358895,24737,23,1
358895,27344,24,0
358895,2994,25,0
358895,41519,26,0
358895,26209,27,1
358895,19370,28,1
358895,5251,29,1
358895,436,30,0
358895,30637,31,1
358895,6343,32,1
358895,36651,33,1
358895,26856,34,0
360319,43187,1,0
360319,5412,2,1
360319,49247,3,1
364411,47322,1,1
364411,9387,2,0
366041,13431,1,1
366041,28358,2,1
366041,17461,3,1
366041,5876,4,1
366041,14736,5,0
366041,44524,6,1
366041,18072,7,0
366041,33731,8,0
366041,5450,9,1
366041,36348,10,0
372193,42445,1,1
372193,47209,2,1
372193,13176,3,1
372193,27845,4,1
372193,43394,5,1
372193,40310,6,1
372193,22935,7,1
372193,15872,8,0
372193,1025,9,0
372193,44359,10,0
372193,21137,11,1
372193,17915,12,1
373658,35951,1,1
373658,13176,2,1
373658,7120,3,1
373658,9631,4,0
373658,21616,5,0
373658,13646,6,0
373658,5818,7,1
373658,48801,8,1
373658,42769,9,0
373658,8414,10,0
373658,16521,11,1
373658,38739,12,0
373658,34243,13,0
373658,48563,14,0
373658,43849,15,0
373658,343,16,0
374148,32413,1,1
374148,15979,2,1
374148,44177,3,1
374148,7093,4,1
374148,2425,5,1
374148,15599,6,1
374148,22128,7,1
374148,24780,8,1
374148,30170,9,1
374148,32478,10,1
374148,14875,11,1
374148,7988,12,1
374148,35267,13,1
374148,29930,14,1
374148,42534,15,1
374148,2494,16,1
374148,37036,17,0
374148,44325,18,1
374148,9752,19,0
374148,42989,20,0
374148,6128,21,1
374148,38291,22,1
374148,25798,23,1
374148,8175,24,1
374148,45099,25,0
374148,27323,26,0
374148,27801,27,0
374148,6283,28,0
374148,11563,29,0
374148,44813,30,0
374148,12019,31,1
374148,36066,32,0
374148,40354,33,1
374148,29392,34,0
374148,4470,35,1
374148,21536,36,1
374148,41062,37,1
374148,43183,38,0
374148,30767,39,0
374148,26861,40,0
374148,1875,41,0
374148,2922,42,1
377315,24830,1,0
377315,8518,2,1
377315,17794,3,1
377315,28985,4,1
377315,29506,5,0
377315,36550,6,1
377315,13176,7,1
377315,21903,8,0
377315,39984,9,0
377315,34126,10,1
377315,32691,11,1
377315,30489,12,0
377315,24838,13,1
377315,38164,14,0
380217,31002,1,0
380217,1860,2,0
380217,31486,3,1
380217,7464,4,0
383311,42611,1,1
383311,20876,2,1
383311,44795,3,1
383311,36127,4,1
384250,416,1,0
384250,44277,2,0
384250,47890,3,0
384250,397,4,0
384250,45,5,0
384250,39275,6,0
384530,10017,1,0
384530,38293,2,1
384530,44449,3,1
384530,41544,4,1
384530,43933,5,1
384530,40706,6,1
384530,14992,7,0
384530,40397,8,0
384530,16137,9,1
384530,39408,10,1
